Profundidade [m]	Densidade Aparente Seca [g/cm3]
2062.5	
2062.7	
2062.9	
2063.1	
2063.3	
2063.5	
2063.7	
2063.9	
2064.1	
2064.3	
2064.5	
2064.7	
2064.9	
2065.1	
2065.3	
2065.5	
2065.7	
2065.9	
2066.1	
2066.3	
2066.5	
2066.7	
2066.9	
2067.1	
2067.3	
2067.5	
2067.7	
2067.9	
2068.1	
2068.3	
2068.5	
2068.7	
2068.9	
2069.1	
2069.3	
2069.5	
2069.7	
2069.9	
2070.1	
2070.3	
2070.5	
2070.7	
2070.9	
2071.1	
2071.3	
2071.5	
2071.7	
2071.9	
2072.1	
2072.3	
2072.5	
2072.7	
2072.9	
2073.1	
2073.3	
2073.5	
2073.7	
2073.9	
2074.1	
2074.3	
2074.5	
2074.7	
2074.9	
2075.1	
2075.3	
2075.5	
2075.7	
2075.9	
2076.1	
2076.3	
2076.5	
2076.7	
2076.9	
2077.1	
2077.3	
2077.5	
2077.7	
2077.9	
2078.1	
2078.3	
2078.5	
2078.7	
2078.9	
2079.1	
2079.3	
2079.5	
2079.7	
2079.9	
2080.1	
2080.3	
2080.5	
2080.7	
2080.9	
2081.1	
2081.3	
2081.5	
2081.7	
2081.9	
2082.1	
2082.3	
2082.5	
2082.7	
2082.9	
2083.1	
2083.3	
2083.5	
2083.7	
2083.9	
2084.1	
2084.3	
2084.5	
2084.7	
2084.9	
2085.1	
2085.3	
2085.5	
2085.7	
2085.9	
2086.1	
2086.3	
2086.5	
2086.7	
2086.9	
2087.1	
2087.3	
2087.5	
2087.7	
2087.9	
2088.1	
2088.3	
2088.5	
2088.7	
2088.9	
2089.1	
2089.3	
2089.5	
2089.7	
2089.9	
2090.1	
2090.3	
2090.5	
2090.7	
2090.9	
2091.1	
2091.3	
2091.5	
2091.7	
2091.9	
2092.1	
2092.3	
2092.5	
2092.7	
2092.9	
2093.1	
2093.3	
2093.5	
2093.7	
2093.9	
2094.1	
2094.3	
2094.5	
2094.7	
2094.9	
2095.1	
2095.3	
2095.5	
2095.7	
2095.9	
2096.1	
2096.3	
2096.5	
2096.7	
2096.9	
2097.1	
2097.3	
2097.5	
2097.7	
2097.9	
2098.1	
2098.3	
2098.5	
2098.7	
2098.9	
2099.1	
2099.3	
2099.5	
2099.7	
2099.9	
2100.1	
2100.3	
2100.5	
2100.7	
2100.9	
2101.1	
2101.3	
2101.5	
2101.7	
2101.9	
2102.1	
2102.3	
2102.5	
2102.7	
2102.9	
2103.1	
2103.3	
2103.5	
2103.7	
2103.9	
2104.1	
2104.3	
2104.5	
2104.7	
2104.9	
2105.1	
2105.3	
2105.5	
2105.7	
2105.9	
2106.1	
2106.3	
2106.5	
2106.7	
2106.9	
2107.1	
2107.3	
2107.5	
2107.7	
2107.9	
2108.1	
2108.3	
2108.5	
2108.7	
2108.9	
2109.1	
2109.3	
2109.5	
2109.7	
2109.9	
2110.1	
2110.3	
2110.5	
2110.7	
2110.9	
2111.1	
2111.3	
2111.5	
2111.7	
2111.9	
2112.1	
2112.3	
2112.5	
2112.7	
2112.9	
2113.1	
2113.3	
2113.5	
2113.7	
2113.9	
2114.1	
2114.3	
2114.5	
2114.7	
2114.9	
2115.1	
2115.3	
2115.5	
2115.7	
2115.9	
2116.1	
2116.3	
2116.5	
2116.7	
2116.9	
2117.1	
2117.3	
2117.5	
2117.7	
2117.9	
2118.1	
2118.3	
2118.5	
2118.7	
2118.9	
2119.1	
2119.3	
2119.5	
2119.7	
2119.9	
2120.1	
2120.3	
2120.5	
2120.7	
2120.9	
2121.1	
2121.3	
2121.5	
2121.7	
2121.9	
2122.1	
2122.3	
2122.5	
2122.7	
2122.9	
2123.1	
2123.3	
2123.5	
2123.7	
2123.9	
2124.1	
2124.3	
2124.5	
2124.7	
2124.9	
2125.1	
2125.3	
2125.5	
2125.7	
2125.9	
2126.1	
